Year	Date	DayPart	ExactTime	Order	EventID	Track	Origin	Title	Event	Characters	Teams	Location	Arc	Continuity	DateCertainty	Reference	SupportingSources	Review
0	03.11	unknown		200	V10-000171	NARUTO	G	Шіроґане завершують обряд, але Наруто й союзники руйнують живу бойову маріонетку та припиняють напад клану.	G/ALT [Uzumaki Chronicles 2] — Шіроґане завершують обряд, але Наруто й союзники руйнують живу бойову маріонетку та припиняють напад клану.	Naruto Uzumaki				alt	inherited_v9	Uzumaki Chronicles 2		daypart
0	04.11	unknown		100	V10-000172	NARUTO	F	викрадачкою виявляється Нацухі, мати Сумару, яка намагається припинити небезпечні тренування: випромінювання метеорита к	F [еп. 179–180] — викрадачкою виявляється Нацухі, мати Сумару, яка намагається припинити небезпечні тренування: випромінювання метеорита калічить і вбиває дітей; Акагоші приховує наслідки, прагнучи домогтися офіційного визнання селища, і наказує повернути Зірку будь-якою ціною.					main	inherited_v9	еп. 179–180		daypart;entities
0	05.11	unknown		100	V10-000173	NARUTO	F	з’ясовується, що Акагоші вбив Третього Хошікаґе, коли той заборонив тренування	F [еп. 181–182] — з’ясовується, що Акагоші вбив Третього Хошікаґе, коли той заборонив тренування; Нацухі захищає сина й отримує смертельне поранення, а Акагоші вбудовує Зірку у власне тіло, посилюючи Павичеву Техніку та намагаючись зламати опір селища.					main	inherited_v9	еп. 181–182		daypart;entities
0	06.11	unknown		100	V10-000174	NARUTO	F	Наруто використовує чакру Дев’ятихвостого й Расенґан, перемагає Акагоші та руйнує його чакрову форму	F [еп. 183] — Наруто використовує чакру Дев’ятихвостого й Расенґан, перемагає Акагоші та руйнує його чакрову форму; Нацухі помирає після прощання із Сумару, метеорит знищують, небезпечні тренування припиняють, а Сумару обіцяє колись очолити селище без сили Зірки.	Naruto Uzumaki				main	inherited_v9	еп. 183		daypart
0	07.11	unknown		100	V10-000175	NARUTO	F	після зараження особливою бактерією Акамару стає великим, агресивним і небезпечним	F [еп. 184] — після зараження особливою бактерією Акамару стає великим, агресивним і небезпечним; Кібі наказують у разі потреби вбити напарника, але Наруто, Хана й Кіба стримують пса достатньо довго, щоб застосувати протиотруту й урятувати його.	Naruto Uzumaki;Kiba Inuzuka;Akamaru				main	inherited_v9	еп. 184		daypart
0	08.11	unknown		100	V10-000176	NARUTO	F	дитинча онба чіпляється до спини Наруто й швидко виростає, через що він не може нормально тренуватися чи виконувати спра	F [еп. 185] — дитинча онба чіпляється до спини Наруто й швидко виростає, через що він не може нормально тренуватися чи виконувати справи; Наруто захищає істоту від мисливців, після чого доросла онба забирає маля, підтверджуючи стару історію Цунаде та Джираї.	Naruto Uzumaki;Tsunade				main	inherited_v9	еп. 185		daypart
0	09.11	unknown		100	V10-000177	NARUTO	F	Наруто й Шіно супроводжують Футу Каґецу на похорон, де той за умовою спадку не повинен засміятися	F [еп. 186] — Наруто й Шіно супроводжують Футу Каґецу на похорон, де той за умовою спадку не повинен засміятися; Шіно випадково отримує отруту сміху й ледве стримується, Наруто відбиває спроби родичів зірвати церемонію, а «померлий» батько викриває перевірку характеру спадкоємців.	Naruto Uzumaki;Shino Aburame				main	inherited_v9	еп. 186		daypart
0	10.11	unknown		100	V10-000178	NARUTO	F	Наруто, Хіната й Чоджі супроводжують караван у Країну Овочів.	F [еп. 187, супровід торговців] — Наруто, Хіната й Чоджі супроводжують караван у Країну Овочів.	Naruto Uzumaki;Choji Akimichi;Hinata Hyuga				main	inherited_v9	еп. 187, супровід торговців		daypart
0	10.11	unknown		200	V10-000179	NARUTO	G	над Конохою з’являється примарний замок Муґенджо	G/ALT [Ultimate Ninja Heroes 2: The Phantom Fortress] — над Конохою з’являється примарний замок Муґенджо; Наруто входить усередину й починає підйом через поверхи, створені гендзюцу та спогадами.	Naruto Uzumaki				alt	inherited_v9	Ultimate Ninja Heroes 2: The Phantom Fortress		daypart
0	11.11	unknown		100	V10-000180	NARUTO	F	переслідувачі атакують караван	F [еп. 188–189] — переслідувачі атакують караван; Чоджі перемагає Руйґу.	Choji Akimichi				main	inherited_v9	еп. 188–189		daypart
0	11.11	unknown		200	V10-000181	NARUTO	G	Наруто збирає чотирьох бійців і проходить випробування замку, тоді як паралельна прихована гілка показує розслідування Д	G/ALT [The Phantom Fortress] — Наруто збирає чотирьох бійців і проходить випробування замку, тоді як паралельна прихована гілка показує розслідування Джираї.	Naruto Uzumaki				alt	inherited_v9	The Phantom Fortress		daypart
0	12.11	unknown		100	V10-000182	NARUTO	F	Хіната перемагає Джіґу	F [еп. 189–190] — Хіната перемагає Джіґу; Харуна починає змінювати ставлення до підданих.	Hinata Hyuga				main	inherited_v9	еп. 189–190		daypart
0	12.11	unknown		200	V10-000183	NARUTO	G	джерело ілюзій Муґенджо знешкоджене, замок зникає	G/ALT [The Phantom Fortress] — джерело ілюзій Муґенджо знешкоджене, замок зникає; подія лишається окремою ігровою безперервністю.					alt	inherited_v9	The Phantom Fortress		daypart;entities
0	13.11	unknown		100	V10-000184	NARUTO	F	Ренґа використовує кристалічну броню та вологу повітря, але Наруто з союзниками руйнує його захист і звільняє столицю	F [еп. 190–191] — Ренґа використовує кристалічну броню та вологу повітря, але Наруто з союзниками руйнує його захист і звільняє столицю; Харуна повертається на престол, відмовляється від політики жертовності й обіцяє правити разом із людьми.	Naruto Uzumaki				main	inherited_v9	еп. 190–191		daypart
0	14.11	unknown		100	V10-000185	NARUTO	F	Іно підміняє принцесу Фуку під час зустрічі з нареченим Чікарою, бо портрет приховав її справжню зовнішність	F [еп. 192] — Іно підміняє принцесу Фуку під час зустрічі з нареченим Чікарою, бо портрет приховав її справжню зовнішність; втручання Наруто руйнує маскування, але Чікара приймає справжню Фуку, а місія завершується без політичного скандалу.	Naruto Uzumaki;Ino Yamanaka				main	inherited_v9	еп. 192		daypart
0	15.11	unknown		100	V10-000186	NARUTO	F	Ґай відкриває доджьо й чекає на гідного суперника	F [еп. 193] — Ґай відкриває доджьо й чекає на гідного суперника; Лі намагається підтримати наставника, серія маскувань і непорозумінь приводить до сутички з людиною, що прагне помсти Ґаю, але наставник і учень зберігають доджьо та примиряються.	Rock Lee;Might Guy				main	inherited_v9	еп. 193		daypart
0	16.11	unknown		100	V10-000187	NARUTO	F	Наруто, Кіба й Хіната розслідують зникнення людей у «проклятому» замку	F [еп. 194] — Наруто, Кіба й Хіната розслідують зникнення людей у «проклятому» замку; будівля виявляється частиною гігантської істоти-хамелеона, що маскується під споруду й ковтає подорожніх; команда знаходить вихід і звільняє полонених.	Naruto Uzumaki;Kiba Inuzuka;Hinata Hyuga				main	inherited_v9	еп. 194		daypart
0	17.11	unknown		100	V10-000188	NARUTO	F	Яґура проситься в учні до Ґая, але виявляється маріонеткою братів Рюдоїн, які хочуть помститися за батька Аґіру	F [еп. 195, Третій Великий Звір] — Яґура проситься в учні до Ґая, але виявляється маріонеткою братів Рюдоїн, які хочуть помститися за батька Аґіру; вони заманюють Ґая й Лі до тренувальної зали з дерев’яними бойовими ляльками.	Rock Lee				main	inherited_v9	еп. 195, Третій Великий Звір		daypart
0	18.11	unknown		100	V10-000189	NARUTO	F	Наруто, Неджи й Тентен допомагають знищити ляльок і звільнити Ґая	F [еп. 196] — Наруто, Неджи й Тентен допомагають знищити ляльок і звільнити Ґая; брати дізнаються, що Ґай не вбивав Аґіру — той помер, виснаживши себе тренуваннями після чесної поразки; помста припиняється, а Лі підтверджує відданість своєму наставнику.	Naruto Uzumaki;Rock Lee;Tenten;Might Guy				main	inherited_v9	еп. 196		daypart
0	18.11	unknown		200	V10-000190	NARUTO	V	Наруто, Сакура, Лі й Какаші супроводжують принца Мічіру та його сина Хікару до Країни Місяця	F/ALT [фільм «Naruto the Movie: Guardians of the Crescent Moon Kingdom»; після еп. 196] — Наруто, Сакура, Лі й Какаші супроводжують принца Мічіру та його сина Хікару до Країни Місяця; після перевороту Шабадаби команда допомагає повернути владу законній династії, а Наруто перемагає Ішідате.	Naruto Uzumaki;Sakura Haruno;Kakashi Hatake;Rock Lee				alt	inherited_v9	фільм «Naruto the Movie: Guardians of the Crescent Moon Kingdom»; після еп. 196		daypart
0	19.11	unknown		100	V10-000191	NARUTO	F	старий майстер пасток Ґенно, який працював у Конохі теслею, викрадає креслення оборони й нібито підриває себе	F [еп. 197, повернення планів Конохи] — старий майстер пасток Ґенно, який працював у Конохі теслею, викрадає креслення оборони й нібито підриває себе; Цунаде збирає одинадцятьох генінів Конохи для пошуку мережі вибухових печаток, закладених по селу.	Tsunade				main	inherited_v9	еп. 197, повернення планів Конохи		daypart
0	20.11	unknown		100	V10-000192	NARUTO	F	шинобі відновлюють схему пасток Ґенно й розуміють, що ціллю є вся Коноха.	F [еп. 198–199] — шинобі відновлюють схему пасток Ґенно й розуміють, що ціллю є вся Коноха.					main	inherited_v9	еп. 198–199		daypart;entities
0	20.11	unknown		200	V10-000193	NARUTO	G	АНБУ Това й Комачі розслідують змову, пов’язану з Каґурою та Бандо	G/ALT [Naruto: Clash of Ninja Revolution 2; після втечі Саске] — АНБУ Това й Комачі розслідують змову, пов’язану з Каґурою та Бандо; Коноха опиняється під загрозою внутрішнього нападу.	Naruto Uzumaki;Sasuke Uchiha				alt	inherited_v9	Naruto: Clash of Ninja Revolution 2; після втечі Саске		daypart
0	21.11	unknown		100	V10-000194	NARUTO	F	команда знаходить печатки на монументі Хокаґе	F [еп. 200] — команда знаходить печатки на монументі Хокаґе; Ґенно запускає багаторівневий план помсти.					main	inherited_v9	еп. 200		daypart;entities
0	21.11	unknown		200	V10-000195	NARUTO	G	Наруто й союзники вступають у серію боїв, намагаючись відділити справжніх змовників від підозрюваних шинобі Конохи.	G/ALT [Clash of Ninja Revolution 2] — Наруто й союзники вступають у серію боїв, намагаючись відділити справжніх змовників від підозрюваних шинобі Конохи.	Naruto Uzumaki				alt	inherited_v9	Clash of Ninja Revolution 2		daypart
0	22.11	unknown		100	V10-000196	NARUTO	F	Наруто наздоганяє Ґенно	F [еп. 201] — Наруто наздоганяє Ґенно; старий не завершує знищення Конохи й помирає, відпустивши помсту.	Naruto Uzumaki				main	inherited_v9	еп. 201		daypart
0	22.11	unknown		200	V10-000197	NARUTO	G	план Каґури й Бандо зірвано	G/ALT [Clash of Ninja Revolution 2] — план Каґури й Бандо зірвано; оригінальна американська ігрова історія завершується без продовження в каноні.					alt	inherited_v9	Clash of Ninja Revolution 2		daypart;entities
0	23.11	unknown		100	V10-000198	NARUTO	F	спеціальний випуск ранжує п’ять найкращих боїв попередніх серій і складається переважно з повторених сцен	F [еп. 202, мета-рекап] — спеціальний випуск ранжує п’ять найкращих боїв попередніх серій і складається переважно з повторених сцен; нової внутрішньосвітової події, яку можна надійно датувати, немає.					main	inherited_v9	еп. 202, мета-рекап		daypart;entities
0	24.11	unknown		100	V10-000199	NARUTO	F	Куренай раптово залишає Команду 8, щоб самостійно наглядати за колишньою ученицею Якумо Курамою	F [еп. 203, порятунок Якумо Курами] — Куренай раптово залишає Команду 8, щоб самостійно наглядати за колишньою ученицею Якумо Курамою; Наруто, Кіба, Хіната й Шіно не приймають пояснення та вирушають слідом.	Naruto Uzumaki;Kiba Inuzuka;Hinata Hyuga;Shino Aburame;Kurenai Yuhi	Team 8			main	inherited_v9	еп. 203, порятунок Якумо Курами		daypart
0	25.11	unknown		100	V10-000200	NARUTO	F	клан Курама намагається повернути Якумо, чий винятковий ґенджюцу може керувати всіма п’ятьма чуттями	F [еп. 204–205] — клан Курама намагається повернути Якумо, чий винятковий ґенджюцу може керувати всіма п’ятьма чуттями; відкривається наказ Хірузена запечатати її силу й обіцянка Куренай захищати дівчину; Якумо вважає, що Куренай убила її батьків.	Kurenai Yuhi				main	inherited_v9	еп. 204–205		daypart
0	26.11	unknown		100	V10-000201	NARUTO	F	Якумо занурює Коноху й переслідувачів у настільки повне ґенджюцу, що ілюзорні поранення стають реальними	F [еп. 206] — Якумо занурює Коноху й переслідувачів у настільки повне ґенджюцу, що ілюзорні поранення стають реальними; Наруто та Куренай входять у її внутрішній світ і знаходять Ідо — породжену пригніченою силою особистість, яка насправді спалила будинок і вбила батьків Якумо.	Naruto Uzumaki;Kurenai Yuhi				main	inherited_v9	еп. 206		daypart
0	27.11	unknown		100	V10-000202	NARUTO	F	Якумо приймає правду й власноруч знищує Ідо, звільняючи себе від неконтрольованої сили	F [еп. 207] — Якумо приймає правду й власноруч знищує Ідо, звільняючи себе від неконтрольованої сили; Куренай виконує обіцянку Хірузену та повертається до Команди 8, а Якумо обирає життя без примусу доводити цінність клану як бойова куноїчі.	Kurenai Yuhi	Team 8			main	inherited_v9	еп. 207		daypart
0	28.11	unknown		100	V10-000203	NARUTO	F	Наруто й Кіба супроводжують майстра Шінемона та його коштовну чайну чашу Качофуґецу	F [еп. 208] — Наруто й Кіба супроводжують майстра Шінемона та його коштовну чайну чашу Качофуґецу; злодії полюють на виріб, а клієнт цінує предмет більше за охоронців, доки небезпека не змушує його переоцінити вагу речі порівняно з людським життям.	Naruto Uzumaki;Kiba Inuzuka				main	inherited_v9	еп. 208		daypart
0	29.11	unknown		100	V10-000204	NARUTO	F	Наруто, Сакура й Лі охороняють тюремний корабель, що везе Ґантецу, колишнього члена банди Шінобадзу	F [еп. 209, супровід Ґантецу] — Наруто, Сакура й Лі охороняють тюремний корабель, що везе Ґантецу, колишнього члена банди Шінобадзу; капітан Тодорокі прагне особисто вбити в’язня, бо вважає його винним у загибелі своєї родини й молодшого брата Акіо.	Naruto Uzumaki;Sakura Haruno;Rock Lee				main	inherited_v9	еп. 209, супровід Ґантецу		daypart
0	30.11	unknown		100	V10-000205	NARUTO	F	Шінобадзу атакують корабель і відводять річку в підземний тунель	F [еп. 210] — Шінобадзу атакують корабель і відводять річку в підземний тунель; Наруто, Тодорокі та Ґантецу потрапляють до Лісу Заблудження, де Ґантецу орієнтується за таємними знаками й розкриває, що колись рятував дітей, яких банда залишала сиротами.	Naruto Uzumaki				main	inherited_v9	еп. 210		daypart
0	01.12	unknown		100	V10-000206	NARUTO	F	Шінобадзу викрадають Акіо, а Тодорокі разом із Ґантецу штурмує їхню базу.	F [еп. 211] — Шінобадзу викрадають Акіо, а Тодорокі разом із Ґантецу штурмує їхню базу.					main	inherited_v9	еп. 211		daypart;entities
0	01.12	unknown		200	V10-000207	NARUTO	G	починається спеціально створений для європейського видання сюжет	G/ALT [Naruto: Ninja Destiny 2 — European Version] — починається спеціально створений для європейського видання сюжет; його точне місце після втечі Саске офіційно не датоване, тому дата є лише робочим вікном.	Naruto Uzumaki;Sasuke Uchiha				alt	inherited_v9	Naruto: Ninja Destiny 2 — European Version		daypart
0	02.12	unknown		100	V10-000208	NARUTO	F	Наруто перемагає Шуру, Ґантецу рятує Акіо, а Тодорокі дозволяє йому залишитися з дітьми.	F [еп. 212] — Наруто перемагає Шуру, Ґантецу рятує Акіо, а Тодорокі дозволяє йому залишитися з дітьми.	Naruto Uzumaki				main	inherited_v9	еп. 212		daypart
0	02.12	unknown		200	V10-000209	NARUTO	G	Наруто збирає сувої й проходить серію сюжетних поєдинків із шинобі Конохи, Суни та ворогами	G/ALT [Ninja Destiny 2 EU] — Наруто збирає сувої й проходить серію сюжетних поєдинків із шинобі Конохи, Суни та ворогами; ця версія не тотожна японському релізу.	Naruto Uzumaki				alt	inherited_v9	Ninja Destiny 2 EU		daypart
0	03.12	unknown		100	V10-000210	NARUTO	F	Наруто знаходить пораненого юнака без пам’яті й називає його Менмою.	F [еп. 213, пошук пам’яті Менми] — Наруто знаходить пораненого юнака без пам’яті й називає його Менмою.	Naruto Uzumaki				main	inherited_v9	еп. 213, пошук пам’яті Менми		daypart
0	03.12	unknown		200	V10-000211	NARUTO	G	ігрова лінія завершується фінальним зіткненням, пов’язаним із Саске	G/ALT [Ninja Destiny 2 EU] — ігрова лінія завершується фінальним зіткненням, пов’язаним із Саске; через відсутність надійної внутрішньої календарної прив’язки вона зберігається лише як паралельний пост-сасківський сюжет.	Sasuke Uchiha				alt	inherited_v9	Ninja Destiny 2 EU		daypart
0	04.12	unknown		100	V10-000212	NARUTO	F	Наруто супроводжує Менму до селища, на яке нападають розбійники	F [еп. 214] — Наруто супроводжує Менму до селища, на яке нападають розбійники; мешканці впізнають у ньому одного з нападників і відмовляються довіряти, а повернення спогадів показує, що він був членом банди, хоча таємно намагався мінімізувати жертви.	Naruto Uzumaki				main	inherited_v9	еп. 214		daypart
0	05.12	unknown		100	V10-000213	NARUTO	F	колишні спільники Менми намагаються знищити селище обвалом	F [еп. 215] — колишні спільники Менми намагаються знищити селище обвалом; він переходить на бік Наруто, використовує музику для підтримки захисників і жертвує собою, підірвавши тунель та відвівши руйнування від людей; Наруто зберігає його окарину й визнає вибір Менми важливішим за злочинне минуле.	Naruto Uzumaki				main	inherited_v9	еп. 215		daypart
0	07.12	unknown		100	V10-000214	NARUTO	F	Четвірка Небесних Символів із Такумі викрадає ученицю Ґаари Мацурі, щоб виманити джінчюрикі	F [еп. 216, підтримка Су́наґакуре] — Четвірка Небесних Символів із Такумі викрадає ученицю Ґаари Мацурі, щоб виманити джінчюрикі; Ґаара, Темарі й Канкуро вирушають навздогін, а Цунаде відправляє на допомогу команди Конохи.	Tsunade;Gaara;Temari;Kankuro				main	inherited_v9	еп. 216, підтримка Су́наґакуре		daypart
0	08.12	unknown		100	V10-000215	NARUTO	F	шинобі Конохи об’єднуються з Суною й розділяються проти Хокі, Куджаку, Рюґана та Суйко	F [еп. 217] — шинобі Конохи об’єднуються з Суною й розділяються проти Хокі, Куджаку, Рюґана та Суйко; вороги використовують створені в Такумі чакрові обладунки та зброю, що поглинає стихійні атаки; Ґаара продовжує переслідування, захищаючи Мацурі.	Gaara				main	inherited_v9	еп. 217		daypart
0	09.12	unknown		100	V10-000216	NARUTO	F	Суйко запечатує пісок Ґаари водяною технікою й намагається витягти силу Шукаку	F [еп. 218] — Суйко запечатує пісок Ґаари водяною технікою й намагається витягти силу Шукаку; Наруто та союзники руйнують частину обладнання, Темарі й Канкуро перемагають своїх супротивників, але лідер ворогів запускає ритуал відродження засновника Такумі.	Naruto Uzumaki;Temari;Kankuro				main	inherited_v9	еп. 218		daypart
0	10.12	unknown		100	V10-000217	NARUTO	F	Сеймей відроджується через чотири легендарні знаряддя й використовує чакру Ґаари для створення «досконалої зброї»	F [еп. 219] — Сеймей відроджується через чотири легендарні знаряддя й використовує чакру Ґаари для створення «досконалої зброї»; Наруто допомагає Ґаарі втримати Шукаку, після чого їхня спільна атака руйнує обладунок і остаточно перемагає Сеймея.	Naruto Uzumaki				main	inherited_v9	еп. 219		daypart
0	11.12	unknown		100	V10-000218	NARUTO	F	Мацурі врятована, Четвірку Небесних Символів знищено, а союз Конохи й Суни зміцнюється	F [еп. 220, завершення місії] — Мацурі врятована, Четвірку Небесних Символів знищено, а союз Конохи й Суни зміцнюється; Ґаара повертається до обов’язків у селищі, тоді як команди Конохи починають дорогу додому.	Gaara				main	inherited_v9	еп. 220, завершення місії		daypart
0	12.12	unknown		100	V10-000219	NARUTO	F	шинобі Конохи повертаються із Су́ни	F [еп. 220] — шинобі Конохи повертаються із Су́ни; Цунаде підсумовує місію, друзі Наруто відновлюють тренування й отримують нові завдання перед його тривалою відсутністю.	Naruto Uzumaki;Tsunade				main	inherited_v9	еп. 220		daypart
0	13.12	unknown		100	V10-000220	NARUTO	F	Наруто готується до подорожі з Джираєю та востаннє проводить час у Конохі	F [еп. 220] — Наруто готується до подорожі з Джираєю та востаннє проводить час у Конохі; Сакура продовжує медичне навчання, а їхня спільна мета повернути Саске залишається незмінною.	Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno				main	inherited_v9	еп. 220		daypart
0	14.12	unknown		100	V10-000221	NARUTO	F	Джирая завершує приготування до відбуття й нагадує про загрозу Акацукі та строк до наступної зміни тіла Орочімару	F [еп. 220] — Джирая завершує приготування до відбуття й нагадує про загрозу Акацукі та строк до наступної зміни тіла Орочімару; Наруто прощається з місцями й людьми, що сформували його перший рік як геніна.	Naruto Uzumaki;Jiraiya;Orochimaru				main	inherited_v9	еп. 220		daypart
0	16.12	unknown		100	V10-000222	NARUTO	M	Сакура демонструє Цунаде швидкий прогрес у медичному ніндзюцу, оживляючи рибу	M [гл. 238, «День відбуття»; приблизно три місяці після провалу повернення Саске] — Сакура демонструє Цунаде швидкий прогрес у медичному ніндзюцу, оживляючи рибу; Цунаде відзначає її винятковий талант. Кіба розповідає Шино про місію повернення Саске, яку той пропустив; Неджі тренує з Хіаші сліпу зону Б’якуґана, Хіната приносить чай і соромиться згадки про Наруто; Чоджі після відновлення знову їсть і вирішує серйозніше тренуватися; Лі безперервно тренується. Шикамару прощається з Ґаарою, Темарі й Канкуро, які в манґа-версії саме залишають Коноху. Наруто востаннє їсть рамен з Ірукою, після чого вирушає з Джираєю в тренувальну подорож приблизно на два з половиною роки; Хіната проводжає його поглядом і обіцяє стати сильнішою. Акацукі збирається й узгоджує подальший план полювання на джінчюрікі.	Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno;Tsunade;Temari;Kankuro;Shikamaru Nara;Choji Akimichi;Kiba Inuzuka;Hinata Hyuga;Neji Hyuga;Rock Lee				main	approximate	гл. 238, «День відбуття»; приблизно три місяці після провалу повернення Саске	A [еп. 220] — аніме також завершує Part I відбуттям Наруто з Джираєю, але безпосередньо перед цим трійця Суни перебуває в Суні після місії Такумі; тому сцена їхнього від’їзду з Конохи лишається манґа-специфічним елементом у спільній лінії.	supporting-source-migrated;daypart
0	17.12	unknown		100	V10-000223	NARUTO	R	під час тренувальної мандрівки Джирая навчає Наруто протидіяти ґенджюцу	F [Shippūden еп. 187; ретроспектива, реконструйований початок подорожі] — під час тренувальної мандрівки Джирая навчає Наруто протидіяти ґенджюцу; вони прибувають до села, захопленого прибічниками колишнього соратника Ханзо, й довідуються про ув’язнених жінок та дітей.	Naruto Uzumaki;Jiraiya				main	derived	Shippūden еп. 187; ретроспектива, реконструйований початок подорожі		daypart
0	18.12	unknown		100	V10-000224	NARUTO	R	Наруто й Джирая допомагають місцевим повстанцям визволити заручників і скинути загарбників	F [Shippūden еп. 188; ретроспектива, продовження подорожі] — Наруто й Джирая допомагають місцевим повстанцям визволити заручників і скинути загарбників; перше випробування мандрівки зміцнює їхні стосунки вчителя й учня.	Naruto Uzumaki;Jiraiya				main	inherited_v9	Shippūden еп. 188; ретроспектива, продовження подорожі		daypart
